,Name,US dollar,Euro,Japanese yen,Pound sterling,Canadia ndollar,Swiss franc,Indian rupee,Chinese renmimbi,US dollar.1,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Euro.1,Russian ruble,US dollar.2,South African rand,Chinese renmimbi.1,Canadian dollar,Australian dollar
154,31/10/1991,358.7,280.9,46869.9,208.2,404.5,530.1,9251.2,1929.5,358.7,1344.1,711315.9,1316.3,9136.5,3943216.1,1195.3,268329.7,280.9,,358.7,1014.2,1929.5,404.5,452.4
155,29/11/1991,360.2,271.8,46682.7,202.5,407.1,516.8,9294.5,1922.2,360.2,1350.7,714270.4,1322.1,9160.4,4457148.6,1199.4,271015.2,271.8,,360.2,1005.8,1922.2,407.1,457.8
156,31/12/1991,361.7,265.4,46246.5,198.9,413.5,500.8,9315.3,1929.4,361.7,1345.6,718304.8,1323.6,9147.0,4645533.2,1191.6,272958.8,265.4,,361.7,998.8,1929.4,413.5,467.5
157,31/01/1992,354.5,260.9,44448.0,196.1,410.1,497.8,9171.7,1934.7,354.5,1332.4,712311.7,1304.6,8977.7,4380351.3,1181.1,271170.8,260.9,,354.5,987.9,1934.7,410.1,475.0
158,28/02/1992,353.9,266.4,45154.6,199.1,418.4,515.2,9185.5,1961.6,353.9,1328.4,713061.2,1300.8,8995.4,3941373.5,1181.5,270874.2,266.4,,353.9,996.2,1961.6,418.4,471.1
159,31/03/1992,344.3,266.1,45748.0,199.7,410.4,519.7,9707.3,1893.9,344.3,1291.0,696852.1,1264.3,8813.1,3891858.0,1170.5,265677.5,266.1,,344.3,991.6,1893.9,410.4,454.0
160,30/04/1992,338.6,259.2,45186.0,192.6,402.5,513.7,9751.6,1855.8,338.6,1268.2,683614.0,1243.1,8659.6,3835144.6,1127.1,263046.2,259.2,,338.6,973.8,1855.8,402.5,444.1
161,29/05/1992,337.2,253.5,44060.4,186.2,404.5,502.5,9601.9,1852.2,337.2,1262.9,684176.6,1237.5,8599.1,3775444.5,1119.1,263625.0,253.5,,337.2,959.6,1852.2,404.5,445.7
162,30/06/1992,340.8,249.0,43213.7,183.7,407.5,485.4,9684.5,1856.0,340.8,1274.9,692077.5,1248.4,8646.1,3819303.2,1131.4,268369.0,249.0,,340.8,956.9,1856.0,407.5,450.4
163,31/07/1992,352.7,245.0,44365.3,183.9,420.3,470.4,10051.6,1921.7,352.7,1323.8,719048.3,1296.3,8905.4,3956493.7,1171.5,277623.8,245.0,,352.7,971.6,1921.7,420.3,473.5
164,31/08/1992,343.1,232.4,43355.0,176.7,408.2,445.6,9712.6,1858.3,343.1,1284.0,699254.8,1257.4,8650.5,3766617.3,1137.2,270569.7,232.4,,343.1,947.4,1858.3,408.2,472.3
165,30/09/1992,345.4,239.2,42349.4,187.2,422.0,440.9,9788.5,1923.1,345.4,1297.5,706667.1,1271.0,8699.0,3795079.0,1143.8,272297.6,239.2,,345.4,967.1,1923.1,422.0,478.6
166,30/10/1992,344.4,250.6,41705.3,208.1,429.2,453.4,9776.5,1945.2,344.4,1295.2,709763.7,1268.2,8698.6,3751586.6,1141.5,271186.2,250.6,,344.4,993.7,1945.2,429.2,482.0
167,30/11/1992,335.0,259.5,41493.3,219.4,424.6,478.6,9503.9,1885.5,335.0,1257.2,690435.0,1231.1,8526.0,3626713.0,1111.9,263171.5,259.5,,335.0,1003.2,1885.5,424.6,485.8
168,31/12/1992,334.8,260.2,41481.5,215.1,425.9,475.0,9655.0,1930.9,334.8,1251.8,690710.7,1225.4,8516.5,3587372.6,1110.8,263586.2,260.2,,334.8,1007.2,1930.9,425.9,484.9
169,29/01/1993,329.0,263.3,41124.1,214.5,419.9,486.1,9502.1,1890.4,329.0,1232.4,680891.0,1207.6,8383.0,3468532.6,1092.7,260939.2,263.3,148.4,329.0,1008.6,1890.4,419.9,487.5
170,26/02/1993,329.3,270.2,39751.4,228.9,414.9,500.4,9852.0,1922.4,329.3,1234.5,683587.3,1209.1,8394.8,3454963.5,1098.3,262840.4,270.2,188.4,329.3,1027.2,1922.4,414.9,482.6
171,31/03/1993,330.1,273.1,38614.5,225.8,411.7,501.8,10427.5,1882.6,330.1,1237.1,683501.7,1211.4,8386.4,3445595.4,1099.2,261226.1,273.1,209.0,330.1,1048.7,1882.6,411.7,466.0
172,30/04/1993,342.2,273.9,38423.8,221.3,431.8,498.8,10723.1,1934.2,342.2,1284.2,710517.6,1258.3,8632.0,3580482.1,1140.1,272236.8,273.9,249.4,342.2,1084.9,1934.2,431.8,481.0
173,31/05/1993,367.2,294.5,40488.1,237.3,466.1,532.9,11511.3,2112.1,367.2,1377.8,764506.4,1349.1,9255.1,3877117.8,1227.1,293765.6,294.5,317.8,367.2,1167.0,2112.1,466.1,526.5
174,30/06/1993,371.9,306.6,39938.8,246.6,475.8,549.2,11684.0,2142.9,371.9,1396.2,778875.5,1366.8,9378.5,3948000.9,1242.9,299310.0,306.6,398.9,371.9,1204.4,2142.9,475.8,551.9
175,30/07/1993,392.2,338.1,42233.5,262.1,502.8,594.1,12303.7,2269.6,392.2,1471.5,824023.0,1440.8,9924.2,4164134.6,1312.6,316345.7,338.1,407.6,392.2,1313.8,2269.6,502.8,579.2
176,31/08/1993,378.8,328.5,39319.1,253.9,494.7,567.4,11904.9,2183.9,378.8,1419.7,796066.3,1388.7,9532.8,4016036.7,1268.0,306298.7,328.5,374.6,378.8,1273.5,2183.9,494.7,558.1
177,30/09/1993,355.3,295.8,37455.7,232.9,469.4,503.7,11171.9,2053.0,355.3,1331.6,749694.7,1303.9,8930.3,3819642.4,1191.3,286838.9,295.8,352.8,355.3,1210.7,2053.0,469.4,545.1
178,29/10/1993,364.2,307.3,38964.1,242.1,482.8,524.6,11435.8,2112.4,364.2,1365.1,768972.3,1336.7,9197.7,3914516.3,1223.8,294858.8,307.3,428.7,364.2,1234.7,2112.4,482.8,550.1
179,30/11/1993,373.8,326.4,40294.8,252.4,492.5,559.5,11724.6,2175.7,373.8,1401.9,788225.2,1372.6,9483.1,4040520.7,1257.5,301580.3,326.4,449.5,373.8,1257.5,2175.7,492.5,562.0
180,31/12/1993,383.3,336.1,42127.2,257.2,511.0,562.2,12038.1,2230.0,383.3,1440.2,811028.3,1409.7,9771.7,4161017.0,1292.0,310665.5,336.1,471.3,383.3,1296.4,2230.0,511.0,570.0
181,31/01/1994,386.9,343.9,43083.3,259.0,509.5,568.9,12135.5,3308.5,386.9,1450.6,816342.9,1420.9,9879.9,4180719.2,1302.3,313569.8,343.9,509.6,386.9,1319.2,3308.5,509.5,555.2
182,28/02/1994,381.9,337.2,40569.6,258.1,512.5,556.1,11979.9,3323.8,381.9,1432.3,811522.4,1401.9,9691.3,4156090.0,1287.1,309127.5,337.2,598.5,381.9,1317.8,3323.8,512.5,533.3
183,31/03/1994,384.1,332.5,40405.1,257.5,524.1,549.0,12051.7,3342.9,384.1,1440.4,825715.7,1410.7,9715.6,4178140.1,1295.9,310138.5,332.5,652.5,384.1,1327.5,3342.9,524.1,540.1
184,29/04/1994,377.3,325.9,39039.5,254.4,521.5,543.0,11834.4,3281.7,377.3,1414.9,814195.0,1385.6,9528.6,4123598.3,1273.6,305079.8,325.9,672.9,377.3,1354.5,3281.7,521.5,526.2
185,31/05/1994,381.4,322.4,39611.0,253.8,526.7,539.4,11965.0,3304.3,381.4,1430.4,824444.1,1401.5,9614.7,4179310.6,1289.2,307510.5,322.4,713.6,381.4,1387.7,3304.3,526.7,526.0
186,30/06/1994,385.6,321.3,39532.0,252.9,533.4,529.8,12093.2,3337.3,385.6,1445.8,835554.1,1416.2,9690.3,4207490.6,1303.5,310909.3,321.3,749.4,385.6,1399.6,3337.3,533.4,525.7
187,29/07/1994,385.5,310.8,37965.2,249.3,532.9,510.4,12092.6,3330.5,385.5,1445.8,835562.2,1416.1,9627.6,4213599.5,1301.3,310289.5,310.8,773.8,385.5,1414.6,3330.5,532.9,524.9
188,31/08/1994,380.4,306.7,38001.2,246.6,524.4,501.2,11931.7,3267.0,380.4,1426.5,823327.0,1396.7,9514.7,4177359.6,1283.5,305630.8,306.7,801.5,380.4,1369.2,3267.0,524.4,513.9
189,30/09/1994,391.6,312.4,38672.6,250.2,530.3,505.0,12283.6,3343.6,391.6,1468.6,852094.9,1438.3,9776.2,4299794.5,1320.6,313418.6,312.4,905.5,391.6,1392.6,3343.6,530.3,528.0
190,31/10/1994,389.8,305.5,38370.5,242.8,526.0,493.2,12227.1,3324.2,389.8,1462.3,846934.0,1431.2,9731.3,4260308.5,1316.0,311316.5,305.5,1145.1,389.8,1380.5,3324.2,526.0,528.0
191,30/11/1994,384.4,305.9,37668.1,242.0,524.4,498.1,12065.8,3273.7,384.4,1441.8,836226.4,1411.5,9604.0,4242467.7,1304.3,306044.2,305.9,1208.6,384.4,1354.9,3273.7,524.4,509.2
192,30/12/1994,379.3,309.3,37998.0,243.1,525.9,504.1,11904.5,3219.3,379.3,1422.6,829880.3,1396.4,9521.1,4192392.0,1292.2,300339.1,309.3,1278.6,379.3,1350.7,3219.3,525.9,490.2
193,31/01/1995,378.6,302.5,37728.4,240.4,535.1,486.9,11875.4,3195.3,378.6,1419.9,838407.9,1390.3,9507.8,4196877.9,1286.9,299299.6,302.5,1454.3,378.6,1339.7,3195.3,535.1,495.1
194,28/02/1995,376.6,297.1,36976.3,239.6,527.4,478.6,11817.6,3177.0,376.6,1412.5,835416.0,1383.3,9420.7,4198804.5,1281.5,297871.8,297.1,1590.5,376.6,1341.2,3177.0,527.4,506.1
195,31/03/1995,382.1,290.6,34573.1,238.8,538.1,447.1,12074.7,3220.3,382.1,1433.1,850719.7,1403.4,9462.2,4268227.8,1301.9,297294.5,290.6,1789.3,382.1,1375.5,3220.3,538.1,520.1
196,28/04/1995,391.0,292.5,32759.1,243.3,538.4,444.6,12278.7,3293.2,391.0,1466.6,872017.5,1436.2,9605.7,4394921.4,1333.8,299898.0,292.5,1958.0,391.0,1408.5,3293.2,538.4,531.7
197,31/05/1995,385.2,291.4,32803.0,242.8,524.2,451.0,12101.2,3203.6,385.2,1444.8,858645.8,1414.8,9500.0,4328125.6,1316.4,293269.4,291.4,1955.2,385.2,1409.2,3203.6,524.2,529.9
198,30/06/1995,387.6,289.9,32762.3,243.0,533.9,448.3,12166.9,3217.0,387.6,1453.6,863244.0,1423.4,9557.1,4340752.8,1322.6,294864.6,289.9,1855.1,387.6,1419.0,3217.0,533.9,538.4
199,31/07/1995,386.2,285.4,33706.9,242.1,525.9,446.2,12118.5,3206.0,386.2,1448.6,861411.2,1418.6,9558.6,4258875.0,1314.6,292312.1,285.4,1753.8,386.2,1405.6,3206.0,525.9,531.0
200,31/08/1995,383.7,291.4,36304.7,244.7,520.1,458.8,12110.8,3187.4,383.7,1439.0,863833.7,1409.1,9573.4,4250802.3,1304.5,294769.8,291.4,1706.5,383.7,1396.0,3187.4,520.1,517.5
201,29/09/1995,383.1,294.3,38445.3,245.8,517.4,455.0,12720.7,3186.5,383.1,1436.6,870059.0,1406.9,9621.1,4227968.5,1302.6,295641.6,294.3,1707.5,383.1,1402.4,3186.5,517.4,508.1
202,31/10/1995,383.1,287.7,38616.1,242.8,515.4,438.8,13245.3,3185.9,383.1,1437.0,868385.2,1407.2,9620.7,4219707.9,1302.7,293919.3,287.7,1726.6,383.1,1398.4,3185.9,515.4,505.9
203,30/11/1995,385.3,288.3,39256.6,246.6,521.3,440.7,13363.8,3203.2,385.3,1445.1,879399.4,1415.2,9694.3,4258930.0,1310.5,296565.2,288.3,1758.8,385.3,1405.3,3203.2,521.3,517.1
204,29/12/1995,387.4,293.5,39386.2,251.8,530.9,451.1,13534.6,3221.8,387.4,1453.2,885577.4,1423.1,9745.6,4252109.0,1318.4,298644.9,293.5,1789.8,387.4,1419.5,3221.8,530.9,523.0
205,31/01/1996,399.5,305.1,42193.5,261.1,546.0,471.4,14294.6,3322.8,399.5,1498.1,914804.0,1467.2,10099.2,4403951.9,1358.3,314480.6,305.1,1887.6,399.5,1454.2,3322.8,546.0,538.4
206,29/02/1996,404.8,309.8,42784.8,263.5,556.8,484.0,14788.7,3365.1,404.8,1518.0,931424.9,1486.6,10217.1,4449920.3,1376.6,315714.3,309.8,1918.5,404.8,1515.7,3365.1,556.8,535.6
207,29/03/1996,396.2,304.5,41963.9,259.4,540.9,473.7,13584.9,3300.3,396.2,1485.9,923478.3,1455.2,9996.2,4366029.3,1347.0,309488.7,304.5,1917.8,396.2,1556.8,3300.3,540.9,513.4
208,30/04/1996,392.9,306.0,42102.1,259.4,533.9,479.6,13425.7,3273.0,392.9,1473.3,915155.0,1442.9,9932.8,4336835.9,1336.3,306567.7,306.0,1932.6,392.9,1656.5,3273.0,533.9,499.6
209,31/05/1996,391.9,308.9,41703.6,258.7,536.6,491.6,13662.2,3264.2,391.9,1469.9,913048.8,1439.5,9910.7,4316801.1,1333.0,306063.3,308.9,1957.1,391.9,1712.5,3264.2,536.6,491.6
210,28/06/1996,385.3,302.6,41978.4,249.9,526.1,484.5,13450.1,3206.4,385.3,1444.9,897646.6,1415.1,9766.7,4244365.7,1310.1,307558.7,302.6,1952.2,385.3,1676.0,3206.4,526.1,486.8
211,31/07/1996,383.5,296.7,41879.5,246.8,525.0,472.8,13582.6,3188.8,383.5,1438.2,895074.6,1408.5,9722.0,4222699.9,1303.8,311691.5,296.7,1975.8,383.5,1684.4,3188.8,525.0,485.8
212,30/08/1996,387.3,296.5,41771.8,249.8,531.4,466.0,13791.0,3217.9,387.3,1452.7,907093.9,1422.6,9793.4,4265702.5,1316.3,316596.8,296.5,2053.0,387.3,1753.2,3217.9,531.4,494.8
213,30/09/1996,383.2,296.8,42083.5,245.7,524.7,472.1,13670.9,3182.0,383.2,1437.1,892488.7,1407.3,9720.4,4221790.4,1302.6,315031.7,296.8,2064.2,383.2,1724.5,3182.0,524.7,483.1
214,31/10/1996,381.1,298.2,42824.1,240.3,514.7,479.4,13586.4,3162.8,381.1,1429.2,885530.1,1399.5,9706.2,4197634.7,1295.5,315203.6,298.2,2072.0,381.1,1743.9,3162.8,514.7,481.2
215,29/11/1996,377.9,292.7,42420.1,227.3,505.6,481.7,13495.4,3136.1,377.9,1417.1,883246.9,1387.7,9619.7,4173974.4,1284.4,312768.8,292.7,2073.6,377.9,1758.7,3136.1,505.6,474.1
216,31/12/1996,369.0,292.4,41975.3,222.1,502.3,489.5,13224.6,3062.4,369.0,1383.9,868453.7,1355.2,9439.9,4107390.0,1254.5,309643.9,292.4,2043.7,369.0,1729.2,3062.4,502.3,462.8
217,31/01/1997,355.1,290.0,41848.4,214.1,479.1,493.9,12735.5,2945.9,355.1,1331.8,841519.6,1304.0,9134.1,4005411.4,1207.2,302169.0,290.0,1992.2,355.1,1648.1,2945.9,479.1,456.6
218,28/02/1997,346.6,296.6,42627.8,213.3,469.6,504.3,12433.5,2874.2,346.6,1299.8,826035.7,1272.7,8996.2,3862842.2,1177.0,300240.3,296.6,1961.1,346.6,1543.2,2874.2,469.6,451.2
219,31/03/1997,351.8,305.5,43127.2,219.0,482.3,515.4,12615.8,2918.5,351.8,1319.4,844200.4,1291.9,9130.8,4064658.7,1193.9,309222.6,305.5,2007.2,351.8,1559.5,2918.5,482.3,446.4
220,30/04/1997,344.5,301.0,43271.4,211.4,480.1,503.3,12333.8,2857.6,344.5,1292.0,831282.1,1265.1,8976.2,4014246.4,1169.2,307812.3,301.0,1978.4,344.5,1530.0,2857.6,480.1,442.2
221,30/05/1997,343.8,299.2,40844.1,210.5,474.6,492.0,12310.7,2851.4,343.8,1289.6,837461.1,1262.8,8845.1,4012443.4,1167.1,306819.1,299.2,1979.9,343.8,1535.7,2851.4,474.6,443.9
222,30/06/1997,340.8,300.2,38953.7,207.2,471.5,491.4,12198.1,2825.4,340.8,1278.1,827918.5,1251.5,8588.9,3974189.5,1156.8,303008.9,300.2,1964.8,340.8,1533.3,2825.4,471.5,451.9
223,31/07/1997,324.1,295.5,37343.3,194.1,446.3,480.0,11578.4,2687.2,324.1,1215.6,812820.5,1190.3,9767.2,3783913.4,1099.6,288738.1,295.5,1876.4,324.1,1477.6,2687.2,446.3,436.5
224,29/08/1997,324.0,303.7,38167.1,202.1,450.2,490.0,11634.2,2685.9,324.0,1215.2,887400.3,1190.0,10484.1,3787682.4,1099.9,290405.5,303.7,1883.4,324.0,1517.6,2685.9,450.2,437.8
225,30/09/1997,322.8,293.8,39003.5,201.6,447.7,474.9,11757.6,2675.3,322.8,1210.8,970734.7,1185.7,11731.8,3779056.6,1096.6,293805.9,293.8,1889.7,322.8,1513.6,2675.3,447.7,445.9
226,31/10/1997,324.9,290.7,39299.3,199.0,450.4,471.6,11768.3,2691.2,324.9,1218.5,1167183.4,1193.2,12203.1,3875554.3,1104.1,300661.8,290.7,1908.3,324.9,1530.2,2691.2,450.4,450.6
227,28/11/1997,306.0,269.9,38365.7,181.2,432.3,430.5,11389.3,2534.3,306.0,1147.9,1056976.9,1124.0,12016.8,3739539.5,1040.6,315867.7,269.9,1809.4,306.0,1480.4,2534.3,432.3,440.5
228,31/12/1997,288.7,261.6,37417.9,173.9,411.7,415.5,11323.3,2390.7,288.7,1083.0,1384907.9,1060.5,12857.8,3550890.4,982.8,426438.2,261.6,1715.2,288.7,1406.3,2390.7,411.7,435.2
229,30/01/1998,289.1,267.9,37424.0,176.7,416.5,426.4,11340.2,2393.4,289.1,1084.4,2894831.1,1061.8,15460.4,3553371.6,984.8,490344.2,267.9,1741.0,289.1,1428.5,2393.4,416.5,440.1
230,27/02/1998,297.5,275.4,37421.9,181.3,426.7,435.1,11575.8,2463.0,297.5,1115.8,2743409.4,1092.7,13681.2,3757064.5,1013.3,483791.0,275.4,1799.7,297.5,1467.4,2463.0,426.7,441.4
231,31/03/1998,295.9,276.0,38205.4,178.1,419.4,440.8,11692.8,2450.2,295.9,1110.0,2850764.8,1087.0,12204.7,3841054.0,1009.6,440763.5,276.0,1798.1,295.9,1471.8,2450.2,419.4,441.8
232,30/04/1998,308.3,285.3,40669.8,184.3,440.7,463.6,12222.7,2552.3,308.3,1156.2,2514057.2,1132.3,12188.7,4002787.6,1053.0,428066.6,285.3,1889.6,308.3,1555.6,2552.3,440.7,472.5
233,29/05/1998,299.1,271.0,40358.4,182.7,432.3,441.9,12081.6,2476.2,299.1,1121.8,3122725.1,1098.6,11703.2,3882953.0,1021.5,418457.0,271.0,1839.5,299.1,1522.9,2476.2,432.3,474.3
234,30/06/1998,292.3,267.4,40991.6,177.1,428.3,436.8,12345.3,2420.3,292.3,1096.5,4011371.5,1073.7,12353.0,3796151.3,997.9,408020.2,267.4,1813.1,292.3,1574.5,2420.3,428.3,483.4
235,31/07/1998,292.9,268.8,41200.8,178.2,435.2,443.1,12449.4,2424.9,292.9,1098.5,4168839.3,1075.7,12073.1,3804374.7,1000.8,378969.6,268.8,1827.9,292.9,1824.7,2424.9,435.2,473.7
236,31/08/1998,284.1,259.6,41159.1,174.1,435.3,425.1,12148.9,2352.4,284.1,1066.0,3499882.9,1043.5,11824.3,3897461.6,971.6,372231.3,259.6,2114.0,284.1,1794.1,2352.4,435.3,481.5
237,30/09/1998,289.0,251.0,38849.2,171.8,439.7,404.7,12285.0,2392.5,289.0,1083.9,3230020.1,1061.4,11661.9,4017913.9,985.1,396769.3,251.0,4530.7,289.0,1760.7,2392.5,439.7,490.6
238,30/10/1998,295.9,247.9,35785.7,174.6,457.0,395.7,12525.9,2449.6,295.9,1109.9,2565304.0,1086.9,11272.7,4114684.4,1009.1,396918.7,247.9,4880.4,295.9,1714.8,2449.6,457.0,478.8
239,30/11/1998,294.1,252.9,35396.7,177.0,453.2,407.2,12465.3,2434.7,294.1,1103.1,2310003.9,1080.3,10721.8,4086475.7,1003.0,379485.6,252.9,5096.4,294.1,1663.5,2434.7,453.2,463.2
240,31/12/1998,291.7,248.8,34223.6,174.6,449.8,396.1,12413.6,2414.5,291.7,1094.4,2230627.0,1071.3,10555.9,4052365.1,995.2,353585.4,248.8,6111.8,291.7,1721.0,2414.5,449.8,470.7
241,29/01/1999,287.1,247.6,32530.3,173.9,436.2,397.5,12205.4,2377.0,287.1,1077.0,2441321.0,1054.6,10503.7,3986722.1,979.3,336997.3,247.6,6611.9,287.1,1718.5,2377.0,436.2,453.9
242,26/02/1999,287.3,256.6,33491.7,176.5,430.2,410.0,12209.1,2378.6,287.3,1077.8,2517293.1,1055.3,10656.1,3988649.7,980.4,341057.6,256.6,6640.6,287.3,1756.6,2378.6,430.2,448.8
243,31/03/1999,286.0,262.7,34177.2,176.3,433.9,419.1,12136.4,2367.5,286.0,1072.5,2551780.0,1050.3,10717.5,3975095.3,975.5,351223.7,262.7,6912.5,286.0,1775.7,2367.5,433.9,453.3
244,30/04/1999,282.6,264.1,33798.0,175.5,420.3,423.2,12079.2,2339.8,282.6,1059.9,2428583.8,1038.0,10626.9,3929443.1,965.3,340439.6,264.1,7162.7,282.6,1727.4,2339.8,420.3,439.4
245,31/05/1999,276.4,259.8,33748.5,171.1,403.9,416.3,11823.4,2288.5,276.4,1036.8,2195817.4,1015.4,10228.0,3845477.1,944.4,331115.7,259.8,6833.9,276.4,1710.5,2288.5,403.9,416.8
246,30/06/1999,261.3,251.9,31554.0,163.8,384.0,401.8,11273.4,2163.2,261.3,980.1,1921893.2,959.8,9644.2,3637294.5,892.1,305337.7,251.9,6386.0,261.3,1590.1,2163.2,384.0,398.1
247,30/07/1999,256.1,247.3,30602.1,162.6,380.9,396.7,11083.2,2119.7,256.1,960.4,1731870.1,940.6,9502.3,3571043.4,875.0,303974.7,247.3,6235.4,256.1,1564.5,2119.7,380.9,389.9
248,31/08/1999,256.7,241.9,29099.3,159.7,383.1,387.1,11153.5,2124.7,256.7,962.7,1904806.8,942.8,9759.9,3582556.8,877.2,307569.9,241.9,6361.1,256.7,1573.6,2124.7,383.1,397.8
249,30/09/1999,264.7,251.9,28313.0,162.9,391.0,403.5,11526.2,2191.4,264.7,992.9,2186589.0,972.4,10593.7,3700437.2,904.3,317781.3,251.9,6758.3,264.7,1602.5,2191.4,391.0,407.4
250,29/10/1999,310.7,290.4,32946.3,187.5,459.0,463.0,13499.4,2572.0,310.7,1165.3,2338131.1,1141.3,12243.6,4350855.2,1061.2,374391.5,290.4,8024.2,310.7,1894.6,2572.0,459.0,476.9
251,30/11/1999,293.2,284.0,30682.5,180.8,430.0,455.9,12723.1,2427.1,293.2,1099.6,2050526.5,1076.9,11355.4,4108134.0,1003.2,344676.6,284.0,7730.0,293.2,1800.2,2427.1,430.0,458.9
252,31/12/1999,283.1,280.0,29055.4,175.5,417.6,448.2,12307.4,2343.6,283.1,1061.7,2024636.5,1039.7,10846.4,3968515.3,969.3,321751.8,280.0,7613.9,283.1,1739.8,2343.6,417.6,442.4
253,31/01/2000,284.3,280.9,29969.8,173.3,411.8,452.5,12383.2,2353.9,284.3,1066.3,2069501.0,1044.3,10626.6,3992290.3,974.1,321342.9,280.9,8059.4,284.3,1742.1,2353.9,411.8,432.5
254,29/02/2000,299.9,304.9,32820.3,187.4,435.2,489.9,13076.2,2482.3,299.9,1124.6,2225847.1,1101.4,11322.2,4215363.4,1027.1,338685.6,304.9,8622.6,299.9,1894.6,2482.3,435.2,477.5
255,31/03/2000,286.4,296.8,30451.5,181.2,418.3,476.2,12481.8,2370.9,286.4,1074.1,2137488.3,1051.9,10855.4,4026941.9,983.1,319660.5,296.8,8156.8,286.4,1851.5,2370.9,418.3,469.9
256,28/04/2000,279.7,295.4,29544.7,176.6,410.5,465.0,12205.7,2315.7,279.7,1049.0,2172765.5,1027.3,10623.0,3933143.4,960.1,310514.3,295.4,8003.6,279.7,1855.2,2315.7,410.5,469.0
257,31/05/2000,275.2,304.0,29797.8,182.6,411.6,473.1,12100.2,2278.0,275.2,1032.1,2295849.1,1010.7,10719.8,3873366.9,947.1,308091.7,304.0,7797.0,275.2,1937.1,2278.0,411.6,476.0
258,30/06/2000,285.7,300.7,30307.7,189.4,422.0,469.4,12766.6,2365.1,285.7,1071.7,2460128.7,1049.5,11163.7,4024344.1,989.6,319341.5,300.7,8072.3,285.7,1975.3,2365.1,422.0,480.1
259,31/07/2000,281.6,299.5,30440.9,186.6,416.2,464.4,12608.5,2331.3,281.6,1056.1,2577848.3,1034.2,11332.6,3967520.1,980.5,313913.9,299.5,7838.9,281.6,1939.6,2331.3,416.2,479.1
260,31/08/2000,274.5,303.3,29675.0,184.1,406.9,470.7,12537.3,2272.5,274.5,1029.5,2318791.8,1008.1,11217.9,3871134.6,960.0,305860.5,303.3,7615.8,274.5,1909.5,2272.5,406.9,471.9
261,29/09/2000,273.7,314.1,29213.3,190.7,406.6,480.6,12557.9,2265.7,273.7,1026.5,2360137.3,1005.2,11472.2,3875130.3,968.7,305463.8,314.1,7613.2,273.7,1961.6,2265.7,406.6,494.1
262,31/10/2000,270.0,316.2,29280.7,186.1,408.2,478.2,12511.2,2235.2,270.0,1012.7,2414159.3,991.7,11684.0,3862147.1,999.2,304862.8,316.2,7529.1,270.0,2019.4,2235.2,408.2,510.6
263,30/11/2000,266.0,311.0,28994.0,186.6,410.3,473.0,12441.9,2201.8,266.0,997.8,2487373.6,977.0,11643.6,3844075.2,1007.6,307823.7,311.0,7406.4,266.0,2045.3,2201.8,410.3,509.4
264,29/12/2000,271.5,303.9,30384.6,186.0,413.9,459.5,12690.7,2246.8,271.5,1018.1,2564217.6,997.0,11764.1,3938596.3,1035.1,328373.6,303.9,7607.0,271.5,2078.8,2246.8,413.9,498.0
265,31/01/2001,265.5,283.2,31011.5,179.8,399.1,432.9,12352.3,2197.6,265.5,995.7,2516060.2,975.1,11452.9,3858974.8,1020.9,337802.3,283.2,7541.7,265.5,2063.9,2197.6,399.1,478.4
266,28/02/2001,261.9,284.4,30435.5,180.2,398.6,436.8,12181.4,2167.5,261.9,982.1,2527846.2,961.8,11167.4,3811724.2,1016.5,327893.6,284.4,7499.9,261.9,2046.4,2167.5,398.6,490.6
267,30/03/2001,263.0,289.4,31928.8,182.0,409.9,444.3,12260.3,2177.2,263.0,986.5,2687371.4,966.1,11560.0,3827377.4,1019.2,339469.0,289.4,7551.3,263.0,2074.9,2177.2,409.9,522.5
268,30/04/2001,260.5,291.9,32219.0,181.5,405.5,446.4,12175.4,2156.0,260.5,976.9,2901390.8,956.7,11844.5,3791466.5,1012.2,345764.9,291.9,7525.7,260.5,2105.3,2156.0,405.5,520.1
269,31/05/2001,272.4,311.5,33173.6,191.0,419.7,477.6,12777.7,2254.3,272.4,1021.4,3071386.3,1000.4,12391.8,3977007.0,1057.0,353402.7,311.5,7911.2,272.4,2171.2,2254.3,419.7,523.4
270,29/06/2001,270.2,316.9,33055.0,192.8,411.9,482.5,12699.0,2236.7,270.2,1013.5,3057267.7,992.6,12226.0,3991175.4,1048.8,349579.4,316.9,7876.1,270.2,2177.5,2236.7,411.9,521.6
271,31/07/2001,267.5,310.9,33315.3,189.2,409.2,470.6,12608.9,2214.3,267.5,1003.4,2908674.4,982.6,12203.2,3985318.4,1055.3,348610.7,310.9,7823.6,267.5,2193.2,2214.3,409.2,525.4
272,31/08/2001,272.4,302.5,33071.9,189.6,419.3,458.1,12835.3,2254.5,272.4,1021.5,2444395.0,1000.5,12234.2,4079712.9,1143.3,350040.7,302.5,7998.7,272.4,2262.4,2254.5,419.3,519.6
273,28/09/2001,283.4,311.0,33597.7,193.7,444.0,463.5,13501.6,2345.8,283.4,1063.0,2636663.4,1041.0,12564.1,4251085.0,1206.5,367175.2,311.0,8347.4,283.4,2455.8,2345.8,444.0,561.0
274,31/10/2001,283.1,312.4,34340.4,195.0,444.6,462.3,13589.7,2342.8,283.1,1061.6,2853850.7,1039.7,12660.6,4252167.6,1204.9,368811.3,312.4,8369.6,283.1,2625.4,2342.8,444.6,561.1
